Philip ·,Traveled March 2024,4.0 star rating,Tour covered lots of Bali but the problem is that Bali is only ok/ wouldn’t go back. It’s for Instagram obsessed teenagers and not nearly as pretty as Thailand plus food is pretty bland.,Review submitted 13 Apr 2024
Tanya ·,Traveled March 2024,5.0 star rating,,Review submitted 31 Mar 2024
Amy ·,Traveled March 2024,5.0 star rating,"Fantastic trip. Lena, our guide was amazing and it felt like a very cultural, local journey through Bali.",Review submitted 02 Apr 2024
Nellie ·,Traveled March 2024,5.0 star rating,"I wasn't ready for this trip to end- I learnt so much about this amazing island and it's beautiful people. The range of activities was diverse and challenged me physically, but the experiences in this trip is something that will stay with me always. And the food was some of the best I've ever had. Our guide Lena was extremely knowledgeable and her love of her country and culture was evident. She was friendly, warm and I always felt safe and comfortable to approach her for anything.",Review submitted 22 Mar 2024
Michael ·,Traveled March 2024,5.0 star rating,This trip was amazing Bali is an incredible destination and it’s culture is vibrant. Experiencing Bali is a must.,Review submitted 09 Mar 2024
Rose ·,Traveled March 2024,5.0 star rating,"This was my first time travelling with Intrepid, and I cannot recommend it more. The focus on local culture was so important. We met so many wonderful people. A truly memorable experience!",Review submitted 10 Mar 2024
Rose ·,Traveled March 2024,5.0 star rating,"This was my first time travelling with Intrepid, and I cannot recommend it more. The focus on local culture was so important. We met so many wonderful people. A truly memorable experience!",Review submitted 10 Mar 2024
Fiona ·,Traveled February 2024,5.0 star rating,"The best holiday I have ever been on, enjoyable with local experiences and a lot of focus on responsible tourism.",Review submitted 28 Feb 2024
Jameela ·,Traveled February 2024,4.0 star rating,,Review submitted 28 Feb 2024
Celeste ·,Traveled February 2024,5.0 star rating,A great experience! This trip has inspired me to book a trip with intrepid annually .,Review submitted 28 Feb 2024
Thomas ·,Traveled February 2024,5.0 star rating,A very fully packed trip of early starts and mini bus travelling but essential to get the best experience of Bali. A lot of whistle stops and living out of your suitcase day by day which didn't bother us and just added to the fun and adventure. Just a tip make sure you read all the trip information before you book as I think some travellers expectations were higher than what was actually advertised but we thought it was fantastic value for money with a lovely guide Lena who was very caring and friendly and always on hand for questions,Review submitted 01 Mar 2024
Rober ·,Traveled February 2024,5.0 star rating,What a way to travel!!! Loved the organization and not having to plan all of that stuff out. Was able to experience the culture from a local who understands. Phenomenal trip.,Review submitted 23 Feb 2024
Sue ·,Traveled February 2024,5.0 star rating,"The Beautiful Bali trip was exceptional. From the quality of the itinerary, accommodation, tour guide (Moshi) and driver (Rafi). I can't wait to go on my next Intrepid trip!",Review submitted 04 Mar 2024
Trudy ·,Traveled February 2024,5.0 star rating,"A fantastic trip - Bali is truly beautiful. Lots of different experiences on this trip that I would never had done if I had organised it myself. Great trip leader, lovely hotels and activities - VERY good value for money in my opinion.",Review submitted 26 Feb 2024
Charles ·,Traveled February 2024,3.0 star rating,"Great itinerary, including many parts of Bali I probably would not have seen if I had planned the trip myself. I would leave extra time before or after the trip to see the manta rays of Nusa Penida and check out other temples of interest. Some might consider Gili Islands. So much to do and see in Bali!",Review submitted 21 Feb 2024
Stephen ·,Traveled February 2024,5.0 star rating,"Our trip to Bali was highly enjoyable - great itinerary which packed a lot in without ever feeling rushed. Exceptional tour guide. Nova, who really cared about his groups experience.",Review submitted 13 Feb 2024
Maureen ·,Traveled February 2024,5.0 star rating,"Excellent, varied trip with outstanding leader and informative local guides. Would recommend!",Review submitted 13 Feb 2024
Eva ·,Traveled February 2024,5.0 star rating,This trip is the perfect combination of sightseeing and relaxing. The hike up the volcano is an absolute highlight which is also the day with the snorkeling. Everyone in Bali is so very friendly and helpful. Highlight recommend this tour.,Review submitted 12 Feb 2024
Cormac ·,Traveled February 2024,5.0 star rating,"This was a brilliant, fun, and surprising trip that left us feeling refreshed, with lots of great memories. Highly recommended.",Review submitted 19 Feb 2024
Barbara ·,Traveled January 2024,5.0 star rating,The Intrepid Tour of Bali is a fantastic way to see and experience a different culture and see more of the island than just relaxing at a resort.,Review submitted 29 Jan 2024
Alaa ·,Traveled January 2024,5.0 star rating,"Beautiful Bali was absolutely beautiful stunning trip. We have learned a lot about balinase culture. Guna the group leader was very friendly, easy to reach and knowledgeable. The hight of the trip was watching the sunrise from the top of Mt Batur and the snorkeling.",Review submitted 25 Jan 2024
Koulla ·,Traveled January 2024,4.0 star rating,"I'm so glad I did this! I was so apprehensive and I thought I'll be fine to do my own trip and on my own... But this was a much better, safer and lovlier experience. Our leader Srix was amazing, we saw bits of Bali we wouldn't have seen as a tourist, my group was so lovely, everyone got on, I am now looking for my next Intrepid trip :-)",Review submitted 29 Jan 2024
Erin ·,Traveled January 2024,5.0 star rating,"The best purchase of my life. You see all the amazing sites of Bali, planned all for you, with the perfect amount of free time and included activities. Could not recommend more!",Review submitted 18 Jan 2024
Victoria ·,Traveled January 2024,5.0 star rating,"An excellent insight into real Balinese life, culture and people. An active tour but not rushed with enough downtime to feel relaxed. This trip allows you to see a lot of Bali that most tourists would never see, hidden gems of scenery and super friendly people. We were welcomed into the community and traditional ceremony preparations with such genuine hospitality. Had great fun and wonderful memories created. Srix, our leader made the trip special.",Review submitted 18 Jan 2024
Jeddah ·,Traveled January 2024,4.0 star rating,,Review submitted 16 Jan 2024
Tracy ·,Traveled January 2024,5.0 star rating,"I had an amazing time on this trip with a fantastic group of people. Our tour guide Wayan was absolutely wonderful, his love of Bali and his passion came across throughout the trip. He is a very special person who made the trip a great experience for everyone, he could not have done more for us. We got to see the ‘real Bali’ and were really immersed in the culture - it is a beautiful place. I would highly recommend the trip.",Review submitted 24 Jan 2024
